                                                                              Part#,Seg#,XLocationwithinSegmentfromUpstreamSide(m),Layer#,VerticalDistfromTop(m),LateralDistfromLeftBank,Branch#,ParticleInModel(=0),JDAYleftsystem,DetentionTime(days),RemovalMechanism,SedVelocity(m/d),DateStart
    826,     61.000,     0.000,   118.000,     0.000,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    827,     61.000,     0.000,   118.000,     0.400,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    828,     61.000,     0.000,   118.000,     0.800,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    829,     61.000,     0.000,   118.000,     1.200,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    830,     61.000,     0.000,   118.000,     1.600,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    831,     61.000,     0.000,   119.000,     0.000,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    832,     61.000,     0.000,   119.000,     0.400,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    833,     61.000,     0.000,   119.000,     0.800,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    834,     61.000,     0.000,   119.000,     1.200,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    835,     61.000,     0.000,   119.000,     1.600,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    836,     61.000,     0.000,   120.000,     0.000,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    837,     61.000,     0.000,   120.000,     0.400,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    838,     61.000,     0.000,   120.000,     0.800,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    839,     61.000,     0.000,   120.000,     1.200,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    840,     61.000,     0.000,   120.000,     1.600,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    841,     61.000,     0.000,   100.000,     0.000,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    842,     61.000,     0.000,   100.000,     0.400,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    843,     61.000,     0.000,   100.000,     0.800,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    844,     61.000,     0.000,   100.000,     1.200,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    845,     61.000,     0.000,   100.000,     1.600,  1038.410,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    846,     61.000,     0.000,   101.000,     0.000,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    847,     61.000,     0.000,   101.000,     0.400,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    848,     61.000,     0.000,   101.000,     0.800,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    849,     61.000,     0.000,   101.000,     1.200,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    850,     61.000,     0.000,   101.000,     1.600,  1032.325,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    851,     61.000,     0.000,   102.000,     0.000,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    852,     61.000,     0.000,   102.000,     0.400,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    853,     61.000,     0.000,   102.000,     0.800,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    854,     61.000,     0.000,   102.000,     1.200,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    855,     61.000,     0.000,   102.000,     1.600,  1024.010,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    856,     61.000,     0.000,   103.000,     0.000,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    857,     61.000,     0.000,   103.000,     0.400,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    858,     61.000,     0.000,   103.000,     0.800,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    859,     61.000,     0.000,   103.000,     1.200,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    860,     61.000,     0.000,   103.000,     1.600,  1012.260,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    861,     61.000,     0.000,   104.000,     0.000,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    862,     61.000,     0.000,   104.000,     0.400,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    863,     61.000,     0.000,   104.000,     0.800,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    864,     61.000,     0.000,   104.000,     1.200,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    865,     61.000,     0.000,   104.000,     1.600,   998.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    866,     61.000,     0.000,   105.000,     0.000,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    867,     61.000,     0.000,   105.000,     0.400,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    868,     61.000,     0.000,   105.000,     0.800,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    869,     61.000,     0.000,   105.000,     1.200,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    870,     61.000,     0.000,   105.000,     1.600,   984.330,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    871,     61.000,     0.000,   106.000,     0.000,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    872,     61.000,     0.000,   106.000,     0.400,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    873,     61.000,     0.000,   106.000,     0.800,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    874,     61.000,     0.000,   106.000,     1.200,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    875,     61.000,     0.000,   106.000,     1.600,   969.610,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    876,     61.000,     0.000,   107.000,     0.000,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    877,     61.000,     0.000,   107.000,     0.400,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    878,     61.000,     0.000,   107.000,     0.800,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    879,     61.000,     0.000,   107.000,     1.200,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    880,     61.000,     0.000,   107.000,     1.600,   954.565,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    881,     61.000,     0.000,   108.000,     0.000,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    882,     61.000,     0.000,   108.000,     0.400,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    883,     61.000,     0.000,   108.000,     0.800,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    884,     61.000,     0.000,   108.000,     1.200,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    885,     61.000,     0.000,   108.000,     1.600,   939.760,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    886,     61.000,     0.000,   109.000,     0.000,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    887,     61.000,     0.000,   109.000,     0.400,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    888,     61.000,     0.000,   109.000,     0.800,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    889,     61.000,     0.000,   109.000,     1.200,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    890,     61.000,     0.000,   109.000,     1.600,   925.240,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    891,     61.000,     0.000,   110.000,     0.000,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    892,     61.000,     0.000,   110.000,     0.400,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    893,     61.000,     0.000,   110.000,     0.800,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    894,     61.000,     0.000,   110.000,     1.200,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    895,     61.000,     0.000,   110.000,     1.600,   910.735,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    896,     61.000,     0.000,   111.000,     0.000,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    897,     61.000,     0.000,   111.000,     0.400,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    898,     61.000,     0.000,   111.000,     0.800,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    899,     61.000,     0.000,   111.000,     1.200,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    900,     61.000,     0.000,   111.000,     1.600,   895.925,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    901,     61.000,     0.000,   112.000,     0.000,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    902,     61.000,     0.000,   112.000,     0.400,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    903,     61.000,     0.000,   112.000,     0.800,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    904,     61.000,     0.000,   112.000,     1.200,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    905,     61.000,     0.000,   112.000,     1.600,   880.755,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    906,     61.000,     0.000,   113.000,     0.000,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    907,     61.000,     0.000,   113.000,     0.400,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    908,     61.000,     0.000,   113.000,     0.800,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    909,     61.000,     0.000,   113.000,     1.200,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    910,     61.000,     0.000,   113.000,     1.600,   866.125,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    911,     61.000,     0.000,   114.000,     0.000,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    912,     61.000,     0.000,   114.000,     0.400,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    913,     61.000,     0.000,   114.000,     0.800,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    914,     61.000,     0.000,   114.000,     1.200,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    915,     61.000,     0.000,   114.000,     1.600,   851.600,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    916,     61.000,     0.000,   115.000,     0.000,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    917,     61.000,     0.000,   115.000,     0.400,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    918,     61.000,     0.000,   115.000,     0.800,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    919,     61.000,     0.000,   115.000,     1.200,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    920,     61.000,     0.000,   115.000,     1.600,   837.005,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    921,     61.000,     0.000,   116.000,     0.000,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    922,     61.000,     0.000,   116.000,     0.400,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    923,     61.000,     0.000,   116.000,     0.800,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    924,     61.000,     0.000,   116.000,     1.200,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    925,     61.000,     0.000,   116.000,     1.600,   822.020,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    926,     61.000,     0.000,   117.000,     0.000,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    927,     61.000,     0.000,   117.000,     0.400,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    928,     61.000,     0.000,   117.000,     0.800,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    929,     61.000,     0.000,   117.000,     1.200,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    930,     61.000,     0.000,   117.000,     1.600,   807.495,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    931,     61.000,     0.000,   118.000,     0.000,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    932,     61.000,     0.000,   118.000,     0.400,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    933,     61.000,     0.000,   118.000,     0.800,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    934,     61.000,     0.000,   118.000,     1.200,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    935,     61.000,     0.000,   118.000,     1.600,   793.320,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    936,     61.000,     0.000,   119.000,     0.000,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    937,     61.000,     0.000,   119.000,     0.400,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    938,     61.000,     0.000,   119.000,     0.800,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    939,     61.000,     0.000,   119.000,     1.200,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    940,     61.000,     0.000,   119.000,     1.600,   779.355,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    941,     61.000,     0.000,   120.000,     0.000,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    942,     61.000,     0.000,   120.000,     0.400,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    943,     61.000,     0.000,   120.000,     0.800,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    944,     61.000,     0.000,   120.000,     1.200,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    945,     61.000,     0.000,   120.000,     1.600,   765.030,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4400.5000
    946,     61.000,     0.000,   177.000,     0.000,     2.500,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4384.5000
    947,     61.000,     0.000,   177.000,     0.400,     2.500,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4384.5000
    948,     61.000,     0.000,   177.000,     0.800,     2.500,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4384.5000
    949,     61.000,     0.000,   177.000,     1.200,     2.500,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4384.5000
    950,     61.000,     0.000,   177.000,     1.600,     2.500,     1.000,     0.000,     0.000,     0.000,     0.000,  0.0000,   4384.5000
